Name,URL,Created At
Nitric Acid (V3) Conforming to IS 264 (In Liter),/inorganic-compounds-nitric-acid-v3-conforming-to-is-264-in-liter-/search,18.08.2026
Hydrochloric Acid (V3) Conforming to IS 265,/inorganic-compounds-hydrochloric-acid-v3-conforming-to-is-265/search,18.08.2026
Calcium Chloride (V2) Conforming to IS 1314,/inorganic-compounds-calcium-chloride-v2-conforming-to-is-1314/search,18.08.2026
Barium Chloride (V2) Conforming to IS 5288,/inorganic-compounds-barium-chloride-v2-conforming-to-is-5288/search,18.08.2026
Phenol (Carbolic Acid) Conforming to IS 538,/chemicals-including-bio-chemicals-and-gas-materials-solvents-hydrocarbonated-solvents-phenol-carbolic-acid-conforming-to-is-538-in-liter-/search,18.08.2026
Alkyl Benzene Sulphonic Acid (Acid Slurry) (V2) Conforming to IS 8401,/surfactants-alkyl-benzene-sulphonic-acid-acid-slurry-v2-conforming-to-is-8401/search,18.08.2026
Common Salt For Chemical Industries (V2) Conforming to IS 797,/compounds-and-mixtures-organic-derivatives-and-substituted-compounds-common-salt-for-chemical-industries-v2-conforming-to-is-797/search,18.08.2026
Naphthalene (V3) Conforming to IS 539,/additives-bactericides-naphthalene-v3-conforming-to-is-539/search,18.08.2026
Copper Sulphate (V3) Conforming to IS 261,/compounds-and-mixtures-mixtures-copper-sulphate-v3-conforming-to-is-261/search,18.08.2026
Normal Butyl Alcohol (V2) conforming to IS 361,/chemicals-including-bio-chemicals-and-gas-materials-solvents-oxygenated-solvents-normal-butyl-alcohol-v2-conforming-to-is-361/search,18.08.2026
Safety Matches in Boxes (V2) Conforming to IS 2653,/explosive-materials-igniters-safety-matches-in-boxes-v2-conforming-to-is-2653/search,18.08.2026
Ethylene Glycol - IS 5295,/compounds-and-mixtures-organic-derivatives-and-substituted-compounds-mono-ethylene-glycol/search,18.08.2026
Iso Propyl Alcohol (V2) Conforming To Is 2631,/compounds-and-mixtures-organic-derivatives-and-substituted-compounds-iso-propyl-alcohol-v2-conforming-to-is-2631/search,18.08.2026
Hexamethylenetetramine(Hexamine) - IS 4306,/compounds-and-mixtures-mixtures-hexamethylenetetramine/search,18.08.2026
"Automotive Hydraulic Brake Fluid, Heavy Duty (V2) Conforming to IS 8654",/lubricating-preparations-automotive-hydraulic-brake-fluid-heavy-duty-v2-conforming-to-is-8654/search,18.08.2026
Industrial Coke (V2) Conforming to IS 439,/fuels-solid-and-gel-fuels-industrial-coke-v2-conforming-to-is-439/search,18.08.2026
Methanol for Bulk Supply as per IS 517,/fuels-plant-based-liquid-fuels-or-biofuels-methanol-for-bulk-supply-as-per-is-517/search,18.08.2026
Internal Combustion Engine Crankcase Oils for Automotive Application (V2) Conforming to IS 13656,/lubricating-preparations-internal-combustion-engine-crankcase-oils-for-automotive-application-v2-conforming-to-13656/search,18.08.2026
Methanol as per IS 517,/fuels-plant-based-liquid-fuels-or-biofuels-methanol-as-per-is-517/search,18.08.2026
Silica Fume - IS 15388,/sealants-silicon-powder/search,18.08.2026
Gypsum For Agricultural Use (V2) Conforming to IS 6046,/earth-and-stone-stone-gypsum-for-agricultural-use-v2-conforming-to-is-6046/search,18.08.2026
Standards Sand for testing cement - IS 650,/earth-and-stone-sand-ennore-sand/search,18.08.2026
Coriander (Dhaniya) (धनिया),/pharmaceutical-products-incl-contraceptives-and-vaccines-herbal-drugs-medicinal-herbs-coriander-dhaniya-/search,17.08.2026
Cloves (लौंग),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-cloves-/search,17.08.2026
Garam Masala (गरम मसाला),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-garam-masala-/search,17.08.2026
Chili (लाल मिर्च),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-chili-/search,17.08.2026
Black Pepper (काली मिर्च),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-black-pepper-/search,17.08.2026
Panchakarma Accessories,/medical-equipment-and-accessories-and-supplies-ayurvedic-equipments-and-other-related-products-panchakarma-products-and-accessories-panchakarma-accessories/search,17.08.2026
Prednisolone Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-corticosteroids-corticosteroid-pregnadienetriols-prednisolone-tablets/search,17.08.2026
Asafoetida (Hing) (हींग),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-asafoetida-hing-/search,17.08.2026
Large Cardamom (Badi Elaichi) (बड़ी इलायची),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-large-cardamom-badi-elaichi-/search,17.08.2026
Ajwain (अजवाइन),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-ajwain-/search,17.08.2026
Servers (V2),/computers-servers-v2-/search,17.08.2026
Maddox Rod (V2),/patient-exam-and-monitoring-products-ophthalmic-diagnostic-exam-products-maddox-rod-v2-/search,17.08.2026
Small Cardamom (छोटी इलाइची),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-small-cardamom-/search,17.08.2026
Sabji Masala (सब्जी मसाला),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-sabji-masala-/search,17.08.2026
Tamarind (इमली),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-tamarind-/search,17.08.2026
Cumin (जीरा),/food-and-beverage-products-seasonings-and-preservatives-herbs-and-spices-and-extracts-cumin-/search,17.08.2026
Copper (in the form of refinery shapes) Conforming to IS 191,/mineral-and-textile-and-inedible-plant-and-animal-materialsold-minerals-and-ores-and-metals-intermediate-processed-and-refined-ore-products-copper-in-the-form-of-refinery-shapes-isi-marked-to-is-191/search,17.08.2026
Sodium Bicarbonate (V2) Conforming to IS 2124,/pharmaceutical-products-incl-contraceptives-and-vaccines-radiopharmaceuticals-and-contrast-media-combination-diagnostic-agents-sodium-bicarbonate-v2-conforming-to-is-2124/search,17.08.2026
Foam Dressing,/bandages-and-dressings-and-related-products-foam-dressing/search,17.08.2026
"Tricycle, Hand Propelled for Specially Abled Conforming to IS 8088 .",/vehicles-and-their-accessories-and-components-non-motorized-cycles-pedal-powered-vehicles-tricycle-hand-propelled-for-specially-abled-conforming-to-is-8088-/search,17.08.2026
Povidone Iodine Ointment Based Knitted Dressing (V2),/bandages-and-dressings-and-related-products-povidone-iodine-ointment-based-knitted-dressing-v2-/search,17.08.2026
Hydrocolloid Dressing,/bandages-and-dressings-and-related-products-hydrocolloid-dressing/search,17.08.2026
Anaesthetic Reservoir Bags,/respiratory-and-anesthesia-and-resuscitation-products-resuscitation-supplies-anaesthetic-reservoir-bags/search,17.08.2026
Battery Operated Motorized Tricycle Conforming to IS 17154,/vehicles-and-their-accessories-and-components-motor-vehicles-motorized-cycles-battery-operated-motorized-tricycle-conforming-to-is-17154/search,17.08.2026
Object Storage System (Appliance),/media-storage-devices-object-storage-system-appliance-/search,17.08.2026
Non asbestos blanket,/fire-fighting-equipment-non-asbestos-blanket/search,17.08.2026
"Trolley, Medicine conforming to IS 7083",/patient-transport-products-medicine-trolley/search,17.08.2026
Consumables for PVC Card Printer,/printer-and-facsimile-and-photocopier-supplies-consumables-for-pvc-card-printer/search,17.08.2026
Fibre Ropes - Polyamide (V2) ISI marked to IS 4572,/ropes-fibre-ropes-polyamide-v2-isi-marked-to-is-1341/search,17.08.2026
Continuous Piano Hinges (V2) ISI marked to IS 3818,/hardware-miscellaneous-fasteners-continuous-piano-hinges-v2-isi-marked-to-is-3818/search,17.08.2026
High Strength Structural Bolts (V2) ISI marked to IS 3757,/bolts-high-strength-structural-bolts-v2-isi-marked-to-is-3757/search,17.08.2026
Steel Wire Ropes for General Engineering Purpose (V3) ISI marked to IS 2266,/ropes-steel-wire-ropes-for-general-engineering-purpose-v3-isi-marked-to-is-2266/search,17.08.2026
Steel Butt Hinges (V2) ISI marked to IS 1341,/hardware-miscellaneous-fasteners-steel-butt-hinges-v2-isi-marked-to-is-1341/search,17.08.2026
Parliament Hinges (V2) ISI marked to IS 362,/hardware-miscellaneous-fasteners-parliament-hinges-v2-isi-marked-to-is-362/search,17.08.2026
Non Ferrous Metal Butt Hinges (V2) ISI marked to IS 205,/hardware-miscellaneous-fasteners-non-ferrous-metal-butt-hinges-v2-isi-marked-to-is-205/search,17.08.2026
Tower Bolts (Ferrous Metals) (V2) ISI marked to IS 204 (Part1),/bolts-tower-bolts-ferrous-metals-v2-isi-marked-to-is-204-part1-/search,17.08.2026
Cotton Stockinette (V2) Conforming to IS 3326,/bandages-and-dressings-and-related-products-cotton-stockinette-v2-conforming-to-is-3326/search,17.08.2026
Stainless Steel Bucket (V3) conforming to IS 4768,/cleaning-equipment-stainless-steel-bucket-v3-conforming-to-is-4768/search,17.08.2026
"Brushes, Shoe Polishing (V2) conforming to IS 3009",/brooms-and-mops-and-brushes-and-accessories-brushes-shoe-polishing-v2-conforming-to-is-3009/search,17.08.2026
Vacuum Filtration Equipment as per IS 10037 (Part 2),/filters-vacuum-filtration-equipment-as-per-is-10037-part-2-/search,17.08.2026
"Duster, Cotton Khadi, Bleached (V2) Conforming to IS 3777",/cleaning-equipment-duster-cotton-khadi-bleached-v2-conforming-to-is-3777/search,17.08.2026
"Metal Polish, Paste (V2) Conforming to IS 5969",/cleaning-and-disinfecting-solutions-metal-polish-paste-v2-conforming-to-is-5969/search,17.08.2026
Mobile Containers For Solid Waste Conforming to IS 12402,/waste-containers-and-accessories-mobile-containers-for-solid-waste-conforming-to-is-12402/search,17.08.2026
Sodium Dichloroisocyanurate (NaDCC) (V2) Conforming to IS 15773,/water-treatment-consumables-sodium-dichloroisocyanurate-nadcc-v2-conforming-to-is-15733/search,17.08.2026
Panels Pins and Lost Head Nails Conforming To IS 6738,/hardware-retaining-hardware-panels-pins-and-lost-head-nails-conforming-to-is-6738/search,17.08.2026
Forged Shackles for General Lifting Purpose (V2) Conforming to IS/ISO 2415,/hardware-miscellaneous-fasteners-forged-shackles-for-general-lifting-purpose-v2-conforming-to-is-iso-2415/search,17.08.2026
Bulldog grip (V2) Conforming to IS 2361,/hardware-miscellaneous-hardware-bulldog-grip-v2-conforming-to-is-2361/search,17.08.2026
"Hexagonal Nuts - Style 1, Chamfered, Unchamfered and Style 2 conforming to IS 1364 Part 3, 4, 5 and 6",/bolts-hexagonal-nuts-style-1-chamfered-unchamfered-and-style-2-conforming-to-is-1364-part-3-4-5-and-6/search,17.08.2026
Etch Primer (V2) Conforming to IS 5666,/paints-and-primers-and-finishes-paints-and-primers-etch-primer-v2-conforming-to-is-5666/search,17.08.2026
"Ready Mixed Paint, Finishing, Air-Drying for War Equipment Conforming to IS 8982",/paints-and-primers-and-finishes-paints-and-primers-ready-mixed-paint-finishing-air-drying-for-war-equipment-conforming-to-is-8982/search,17.08.2026
HDPE Bucket (V2) Conforming to IS 3730,/tabletop-and-serving-equipment-hdpe-bucket-v2-conforming-to-is-3730/search,17.08.2026
Electric Potter Wheel (V2),/clay-and-modeling-compounds-and-ceramics-equipment-and-accessories-electric-potter-wheel-v2-/search,15.08.2026
"Health Supplements, Nutraceuticals and Food for Special Dietary Use (V2)",/food-and-beverage-products-beverages-non-alcoholic-beverages-health-supplements-nutraceuticals-and-food-for-special-dietary-use-v2-/search,14.08.2026
Immunoassay Analyzer Reagent Kit for Human Samples,/measuring-and-observing-and-testing-instruments-clinical-and-diagnostic-analyzer-reagents-immunoassay-analyzer-reagents-for-human-samples/search,14.08.2026
Ceiling Roses Conforming To IS 371 (V2),/electrical-systems-and-lighting-and-components-and-accessories-and-supplies-electrical-equipment-and-components-and-supplies--electrical-boxes-and-enclosures-and-fittings-and-accessories-ceiling-roses-conforming-to-is-371-v2-/search,14.08.2026
Fipronil Granule (V3) Conforming To Is 16331,/pesticides-or--pest-repellents-fipronil-0-3-granule-v3-conforming-to-is-16331/search,14.08.2026
Zinc Oxide Type Surge Arrestor As Per BHEL Specifications,/power-generation-power-generation-control-equipment-metal-oxide-gap-less-zno-type-surge-arrestor-bhel-/search,14.08.2026
Secure Enterprise Browser and Remote Browser Isolation Software,/security-and-protection-software-secure-enterprise-browser-and-remote-browser-isolation-software/search,14.08.2026
"Privacy Compliance, Data Discovery and Classification Software",/security-and-protection-software-privacy-compliance-data-discovery-and-classification-software/search,14.08.2026
Business Continuity Management Software,/business-function-specific-software-business-continuity-management-software/search,14.08.2026
Artificial Insemination Sheath Conforming to IS 13181,/veterinary-equipment-and-supplies-veterinary-artificial-insemination-equipment-and-supplies-artificial-insemination-sheath-conforming-to-is-13181/search,14.08.2026
Cane for Persons with Visual Impairment (Rigid Type) conforming to IS 11646 Part 1,/ambulation--transfer--positioning-aids-for-the-physically-challenged-cane-for-persons-with-visual-impairment-rigid-type-conforming-to-is-11646-part-1/search,14.08.2026
Pre - Connected / Customized Heart Lung Tubing Pack (V2),/surgical-products-open-heart-perfusion-equipment-and-monitors-and-accessories-and-related-products-pre-connected-customized-heart-lung-tubing-pack-v2-/search,14.08.2026
Human Normal Immunoglobulin Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-immunomodulating-drugs-immunostimulating-agents-human-normal-immunoglobulin-injection/search,14.08.2026
Docetaxel Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-amebicides-and-trichomonacides-and-antiprotozoals-antiprotozoals-docetaxel-injection/search,14.08.2026
Penetration Testing and Security Assessment Software,/network-security-equipment-penetration-testing-and-security-assessment-software/search,14.08.2026
Public Key Infrastructure and Certificate Lifecycle Management Software,/security-and-protection-software-public-key-infrastructure-and-certificate-lifecycle-management-software/search,14.08.2026
Zinc Solubilizing Bacterial Inoculant (ZnSBI) (V2) Conforming to IS 18363,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-organic-fertilizers-and-plant-nutrients-zinc-solubilizing-bacterial-inoculant-znsbi-v2-conforming-to-is-18363/search,14.08.2026
Diammonium Phosphate as per IS 6448,/compounds-and-mixtures-organic-derivatives-and-substituted-compounds-diammonium-phosphate/search,14.08.2026
Acephate 25% + Fenvalerate 3% Emulsifiable Concentrate Conforming To Is 15156,/pesticides-or--pest-repellents-acephate-fenvalerate-emulsifiable-concentrate-conforming-to-is-15156/search,14.08.2026
Bone - Meal as per IS 853,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-organic-fertilizers-and-plant-nutrients-bone-meal/search,14.08.2026
Potash Fertilizer (Mop)-IS:2779,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-chemical-fertilizers-and-plant-nutrients-potash-fertilizer-mop-/search,14.08.2026
Cane Molasses - IS 1162,/live-plant-and-animal-material-and-accessories-and-supplies-animal-feed-livestock-feed-molasses/search,14.08.2026
Pet Food for Dogs and Cats Conforming to IS 11968,/live-plant-and-animal-material-and-accessories-and-supplies-animal-feed-dog-and-cat-food-pet-food-for-dogs-and-cats-conforming-to-is-11968/search,14.08.2026
Alpha Naphthyl Acetic Acid Soluble Concentrate (SL) (V2) Conforming to IS 13138,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-soil-conditioners-alpha-naphthyl-acetic-acid-soluble-concentrate-sl-v2-conforming-to-is-13138/search,14.08.2026
Castorseed Cake For Fertilizer Purposes Conforming To Is 3029 (V3),/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-organic-fertilizers-and-plant-nutrients-castorseed-cake-for-fertilizer-purposes-conforming-to-is-3029-v3-/search,14.08.2026
Chocolate (चॉकलेट),/food-and-beverage-products-chocolate-and-sugars-and-sweeteners-and-confectionary-products-confectionary-products-chocolate-/search,14.08.2026
Pig Lead conforming to IS 27,/structures-and-building-and-construction-and-manufacturing-components-and-supplies27-structural-materials-lead-ingots-strips-billets-and-oil-pig-lead-v2-as-per-is-27/search,14.08.2026
Gas Tungsten Arc Welding (GTAW) Machine (V2),/welding-machinery-gas-tungsten-arc-welding-gtaw-machine-v2-/search,14.08.2026
Tracing Paper Conforming to IS 9033,/printing-and-writing-paper-tracing-paper-conforming-to-is-9033/search,13.08.2026
Football (V2) Conforming to IS 417 (Part 1),/-sports-and-recreational-equipment-and-supplies-and-accessories-old-field-and-court-sports-equipment-field-sports-equipments-football-v2-conforming-to-is-417-part-1-/search,13.08.2026
Volleyball (V3) Conforming to IS 417,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-field-and-court-sports-equipment-racquet-and-court-sports-equipment-volleyball-v3-conforming-to-is-417/search,13.08.2026
Throwing Hammer - Athletics-IS 4385,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-field-and-court-sports-equipment-track-sports-equipment-throwing-hammer-athletics/search,13.08.2026
Volleyball Net (V2) Conforming to IS 3345,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-sports-equipment-and-accessories-sports-equipments-volleyball-net-v2-conforming-to-is-3345/search,13.08.2026
Badminton Net (V2) Conforming to IS 3345,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-sports-equipment-and-accessories-sport-accessories-badminton-net-v2-conforming-to-is-3345/search,13.08.2026
Sports Nets (V2) Conforming to IS 3345,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-sports-equipment-and-accessories-sport-accessories-sports-nets-v2-conforming-to-is-3345/search,13.08.2026
Computer Paper (V3) Conforming to IS 12766 (In Packet),/printing-and-writing-paper-computer-paper-v3-conforming-to-is-12766-in-packet-/search,13.08.2026
Polymethyl Methacrylate (PMMA) (Acrylic) Sheets (V2) as per IS 14753 (Latest),/arts-and-crafts-equipment-and-accessories-and-supplies-canvases-and-films-and-boards-and-artists-papers-polymethyl-methacrylate-pmma-acrylic-sheets-v2-as-per-is-14753-latest-/search,13.08.2026
Cork Composition Sheets - IS 4253,/arts-and-crafts-equipment-and-accessories-and-supplies-cork-craft-supplies-and-accessories-rubberised-cork-sheet/search,13.08.2026
Binder Clips (V3) Conforming to IS 8231,/fastening-supplies-binder-clips-v3-conforming-to-is-8231/search,13.08.2026
Mailing Bags as per IS 11193,/mailing-bags/search,13.08.2026
Shorthand Notebooks (V2) Conforming to IS 12810,/printing-and-writing-paper-shorthand-notebooks-v2-conforming-to-is-12810/search,13.08.2026
Metric Steel Scales (V3) Conforming to IS 1481,/drafting-supplies-metric-steel-scales-v3-conforming-to-is-1481/search,13.08.2026
Pads for Rubber Stamps (V2) Conforming to IS 4747,/arts-and-crafts-equipment-and-accessories-and-supplies-printmaking-supplies-and-accessories-pads-for-rubber-stamps-v2-conforming-to-is-4747/search,13.08.2026
Stamp-Pad Ink (V2) Conforming to IS 393,/office-equipment-and-accessories-and-supplies-office-supply-ink-and-lead-refills-stamp-pad-ink-v2-conforming-to-is-393/search,13.08.2026
Photography paper Conforming to IS 6139,/coated-papers-photography-paper-conforming-to-is-6139/search,13.08.2026
Thermal Paper (V3) Conforming to IS 17568,/business-use-papers-thermal-paper-v3-conforming-to-is-17568/search,13.08.2026
"Millboard, Greyboard and Strawboard (V2) as per IS 2617",/novelity-paper-millboard-greyboard-and-strawboard-v2-as-per-is-2617/search,13.08.2026
Toilet Paper (V3) Conforming to IS 14661,/personal-paper-products-toilet-paper-v3-conforming-to-is-14661/search,13.08.2026
Fountain Pen Ink-Dye based Conforming to IS 1221,/color-compounds-and-dispersions-fountain-pen-ink-dye-based-conforming-to-is-1221/search,13.08.2026
Cricket Ball (V2) Conforming to IS 10800,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-field-and-court-sports-equipment-field-sports-equipments-cricket-ball-v2-conforming-to-is-10800/search,13.08.2026
Cricket Bat (V2) Conforming to IS 828,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-field-and-court-sports-equipment-field-sports-equipments-cricket-bat-v2-conforming-to-is-828/search,13.08.2026
Cricket Stumps and Bails (V2) Conforming to IS 6621,/-sports-and-recreational-equipment-and-supplies-and-accessories-old-sports-equipment-and-accessories-sport-accessories-cricket-stumps-and-bails-v2-conforming-to-is-6621/search,13.08.2026
Waxed Paper For General Packaging (V2) Conforming to IS 3962,/coated-papers-waxed-paper-for-general-packaging-v2-conforming-to-is-3962/search,13.08.2026
Correspondence Envelopes (V3) Conforming to IS 13892,/mailing-supplies-correspondence-envelopes-v3-conforming-to-is-13892/search,13.08.2026
Aluminum Foil Wrapping  Rolls & Sheets-IS:8970,/storage-and-handling-equipment-and-supplies-aluminum-foil-wrapping-rolls-sheets/search,13.08.2026
Anhydrous Ammonia Conforming to IS 662,/elements-and-gases-industrial-use-gases-anhydrous-ammonia-conforming-to-is-662/search,13.08.2026
Biosafety Cabinet (V2),/laboratory-enclosures-and-accessories-biosafety-cabinet-v2-/search,13.08.2026
Unplsticized PVC Pipes for Water Supply conforming to IS 4985,/commercial-pipe-and-piping-unplsticized-pvc-pipes-for-water-supply-conforming-to-is-4985/search,13.08.2026
Copper Alloy Globe Valve For Waterworks Purpose (V2) Conforming to IS 778,/valves-copper-alloy-globe-valve-for-waterworks-purpose-v2-conforming-to-is-778/search,13.08.2026
Steel Pipe Flanges ISI Marked to 6392,/commercial-pipe-and-piping-steel-pipe-flanges/search,13.08.2026
Asbestos Cement Pressure Pipe and Joints ISI Marked to 1592,/commercial-pipe-and-piping-asbestos-cement-pressure-pipe-and-joints-v2-as-per-is-1592/search,13.08.2026
Hydraulically Regulated Door Closers ISI Marked to 3564,/structures-and-building-and-construction-and-manufacturing-components-and-supplies-doors-and-windows-and-glass-doors-hydraulically-regulated-door-closers-conforming-to-is-3564/search,13.08.2026
Broth Media,/laboratory-and-scientific-equipment-microorganism-propagation-and-transformation-media-and-kits-and-equipment-broth-media/search,13.08.2026
Pressed Ceramic Tiles conforming to IS 15622,/structures-and-building-and-construction-and-manufacturing-components-and-supplies27-structural-building-products-tiles-and-flagstones-pressed-ceramic-tiles-as-per-is-15622/search,13.08.2026
Corrugated Aluminium Sheet as per IS 1254,/structural-materials-aluminum-sheets-corrugated-aluminium-sheet-as-per-is-1254/search,13.08.2026
Enamel Tray (V2),/laboratory-stands-and-racks-and-trays-enamel-tray-v2-/search,13.08.2026
Microscopes Slide Coverslips as per IS 3099,/laboratory-supplies-and-fixtures-laboratory-microscope-slides-and-supplies--microscopes-slide-coverslips/search,13.08.2026
SAN and Unified Storage System,/media-storage-devices-storage-system-v3-/search,13.08.2026
Dressing Shell Compressed Conforming to IS 17351,/bandages-and-dressings-and-related-products-dressing-shell-compressed-conforming-to-is-17351/search,13.08.2026
Taq DNA Polymerase for In Vitro Diagnostic (IVD) Use,/laboratory-and-scientific-equipment-polymerase-chain-reaction-pcr-and-reverse-transcriptase-polymerase-chain-reaction-rt-pcr-products-taq-dna-polymerase-v2-/search,13.08.2026
Platelet Agitator and Incubator (V2),/laboratory-incubating-equipment-platelet-agitator-and-incubator-v2-/search,13.08.2026
Nucleic Acid Extraction Kit (For Research Use Only),/laboratory-and-scientific-equipment-nucleic-acid-dna-and-rna-extraction-and-purification-and-quantitation-kits-and-components-nucleic-acid-extraction-kit-for-research-use-only-/search,13.08.2026
Forensic DNA Extraction Kit,/laboratory-and-scientific-equipment-nucleic-acid-dna-rna-extraction-and-purification-and-quantitation-kits-and-components-forensic-dna-extraction-kit/search,13.08.2026
Buoyancy Balance System (V2),/laboratory-and-scientific-equipment-fluid-mechanics-equipment-buoyancy-balance-system-v2-/search,13.08.2026
Raw Rice Bran as Livestock Feed as per IS 3648,/live-plant-and-animal-material-and-accessories-and-supplies-animal-feed-fish-food-raw-rice-bran-as-livestock-feed/search,13.08.2026
Ultra - Sonic Bath Sonicator,/medical-equipment-and-accessories-and-supplies-medical-cleaning-and-sterilization-products-instrument-cleaning-devices-and-accessories-ultra-sonic-bath-sonicator/search,13.08.2026
Laboratory Hot Air Oven (V2),/laboratory-ovens-and-accessories-laboratory-hot-air-oven-v2-/search,13.08.2026
Urea Conforming to IS 1781,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-organic-fertilizers-and-plant-nutrients-urea-technical-/search,13.08.2026
Decorticated Groundnut Oilcake as Livestock Feed Ingredient as per IS 1713,/live-plant-and-animal-material-and-accessories-and-supplies-animal-feed-fish-food-decorticated-groundnut-oilcake-as-livestock-feed-ingredient/search,13.08.2026
Hexaconazole 5% Suspension Concentrate (SC) Conforming to IS 15692 (V2),/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-herbicides-hexaconazole-5-suspension-concentrate-sc-conforming-to-is-15692-v2-/search,13.08.2026
Single Super Phosphate- IS:294,/live-plant-and-animal-material-and-accessories-and-supplies-fertilizers-and-plant-nutrients-and-herbicides-chemical-fertilizers-and-plant-nutrients-single-super-phosphate/search,13.08.2026
Chlorpyrifos Methyl 40% Emulsifiable Concentrate Conforming To Is 15743,/pesticides-or--pest-repellents-chlorpyrifos-methyl-emulsifiable-concentrate-conforming-to-is-15743/search,13.08.2026
Ethion 40% + Cypermethrin 5% Emulsifiable Concentrate Conforming To Is 15606,/pesticides-or--pest-repellents-ethion-cypermethrin-emulsifiable-concentrate-conforming-to-is-15606/search,13.08.2026
Fenvalerate Dusting Powder (V3) Conforming To IS 15341,/pesticides-or--pest-repellents-fenvalerate-dusting-powder-v3-conforming-to-is-15341/search,13.08.2026
Isoprothiolane + Fipronil Emulsifiable Concentrate Conforming to IS 18440,/pesticides-or--pest-repellents-isoprothiolane-fipronil-emulsifiable-concentrate-conforming-to-is-18440/search,13.08.2026
Fipronil 4%+ Thiamethoxam 4% Suspension Concentrate Conforming To Is 18391,/pesticides-or--pest-repellents-fipronil-4-thiamethoxam-suspension-concentrate-conforming-to-is-18391/search,13.08.2026
Novaluron Emulsifiable Concentrate (EC) Conforming to IS 17203,/pesticides-or--pest-repellents-novaluron-emulsifiable-concentrate-ec-conforming-to-is-17203/search,13.08.2026
Neem Cake for Manuring (V2) Conforming To IS 8558,/live-plant-and-animal-material-and-accessories-and-supplies-seeds-bulbs-seedlings-cuttings-residues-other-than-animal-feed-neem-cake-for-manuring-v2-conforming-to-is-8558/search,13.08.2026
Profenofos Emulsifiable Concentrate (EC) (V2) Conforming to IS 15240,/pesticides-or--pest-repellents-profenofos-emulsifiable-concentrate-ec-v2-conforming-to-is-15240/search,13.08.2026
Quinalphos Granules Conforming to IS 9366,/pesticides-or--pest-repellents-quinalphos-granules-conforming-to-is-9366/search,13.08.2026
Wheat Bran as Livestock Feed Ingredient as per IS 2239,/live-plant-and-animal-material-and-accessories-and-supplies-animal-feed-livestock-feed-wheat-bran-as-livestock-feed-ingredient-as-per-is-2239/search,13.08.2026
Tricylclozole as per IS:15982,/pesticides-or--pest-repellents-tricylclozole/search,13.08.2026
Chlorpyrifos 50% + Cypermethrin 5% Emulsifiable Concentrate Conforming to IS 15235 (V2),/pesticides-or--pest-repellents-chlorpyrifos-50-cypermethrin-5-emulsifiable-concentrate-conforming-to-is-15235-v2-/search,13.08.2026
Reverse Engineering and Binary Analysis Software,/software-development-software-reverse-engineering-and-binary-analysis-software/search,13.08.2026
Multipurpose Light Weight Kulhari (Axe),/tools-and-general-mahinery-hand-tools-agriculture-forestry-and-garden-handtools-multipurpose-light-weight-kulhari-axe-/search,13.08.2026
Turning and Milling Inserts (BHEL),/industrial-manufacturing-and-processing-machinery-and-accessories-industrial-machine-tools-industrial-milling-tools-turning-and-milling-inserts-bhel-/search,13.08.2026
Quinalphos 25% Emulsifiable Concentrate (V4) Conforming to IS 8028,/pesticides-or--pest-repellents-quinalphos-25-emulsifiable-concentrate-v4-conforming-to-is-8028/search,13.08.2026
Pyrethrum Extract (V2) Conforming to IS 1051,/pesticides-or--pest-repellents-pyrethrum-extract-v2-conforming-to-is-1051/search,13.08.2026
